Name,Description,HazmatClass
UN2950,"Magnesium granules, coated, particle size not less than 149 microns",4.3
UN2956,"5-tert-Butyl-2,4,6-trinitro-m-xylene or Musk xylene",4.1
UN2965,Boron trifluoride dimethyl etherate,4.3
UN2966,Thioglycol,6.1
UN2967,Sulfamic acid,8
UN2968,"Maneb stabilized or Maneb preparations, stabilized against self-heating",4.3
UN2969,Castor beans or Castor meal or Castor pomace or Castor flake,9
UN2977,"Radioactive material, uranium hexafluoride, fissile",7
UN2978,"Radioactive material, uranium hexafluoride non fissile or fissile-excepted",7
UN2983,"Ethylene oxide and propylene oxide mixtures, with not more than 30 percent ethylene oxide",3
UN2984,"Hydrogen peroxide, aqueous solutions with not less than 8 percent but less than 20 percent hydrogen peroxide (stabilized as necessary)",5.1
UN2985,"Chlorosilanes, flammable, corrosive, n.o.s.",3
UN2986,"Chlorosilanes, corrosive, flammable, n.o.s.",8
UN2987,"Chlorosilanes, corrosive, n.o.s.",8
UN2988,"Chlorosilanes, water-reactive, flammable, corrosive, n.o.s.",4.3
UN2989,"Lead phosphite, dibasic",4.1
UN2989,"Lead phosphite, dibasic",4.1
UN2990,"Life-saving appliances, self inflating",9
UN2991,"Carbamate pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2991,"Carbamate pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2991,"Carbamate pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2992,"Carbamate pesticides, liquid, toxic",6.1
UN2992,"Carbamate pesticides, liquid, toxic",6.1
UN2992,"Carbamate pesticides, liquid, toxic",6.1
UN2993,"Arsenical pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN2993,"Arsenical pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN2993,"Arsenical pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN2994,"Arsenical pesticides, liquid, toxic",6.1
UN2994,"Arsenical pesticides, liquid, toxic",6.1
UN2994,"Arsenical pesticides, liquid, toxic",6.1
UN2995,"Organochlorine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2995,"Organochlorine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2995,"Organochlorine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2996,"Organochlorine pesticides, liquid, toxic",6.1
UN2996,"Organochlorine pesticides, liquid, toxic",6.1
UN2996,"Organochlorine pesticides, liquid, toxic",6.1
UN2997,"Triazine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2997,"Triazine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2997,"Triazine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN2998,"Triazine pesticides, liquid, toxic",6.1
UN2998,"Triazine pesticides, liquid, toxic",6.1
UN2998,"Triazine pesticides, liquid, toxic",6.1
UN3002,"Phenyl urea pesticides, liquid, toxic",6.1
UN3002,"Phenyl urea pesticides, liquid, toxic",6.1
UN3002,"Phenyl urea pesticides, liquid, toxic",6.1
UN3005,"Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3005,"Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3005,"Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3006,"Thiocarbamate pesticide, liquid, toxic",6.1
UN3006,"Thiocarbamate pesticide, liquid, toxic",6.1
UN3006,"Thiocarbamate pesticide, liquid, toxic",6.1
UN3009,"Copper based pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3009,"Copper based pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3009,"Copper based pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3010,"Copper based pesticides, liquid, toxic",6.1
UN3010,"Copper based pesticides, liquid, toxic",6.1
UN3010,"Copper based pesticides, liquid, toxic",6.1
UN3011,"Mercury based pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3011,"Mercury based pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3011,"Mercury based pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3012,"Mercury based pesticides, liquid, toxic",6.1
UN3012,"Mercury based pesticides, liquid, toxic",6.1
UN3012,"Mercury based pesticides, liquid, toxic",6.1
UN3013,"Substituted nitrophenol pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3013,"Substituted nitrophenol pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3013,"Substituted nitrophenol pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3014,"Substituted nitrophenol pesticides, liquid, toxic",6.1
UN3014,"Substituted nitrophenol pesticides, liquid, toxic",6.1
UN3014,"Substituted nitrophenol pesticides, liquid, toxic",6.1
UN3015,"Bipyridilium pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3015,"Bipyridilium pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3015,"Bipyridilium pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3016,"Bipyridilium pesticides, liquid, toxic",6.1
UN3016,"Bipyridilium pesticides, liquid, toxic",6.1
UN3016,"Bipyridilium pesticides, liquid, toxic",6.1
UN3017,"Organophosphorus pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3017,"Organophosphorus pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3017,"Organophosphorus pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3018,"Organophosphorus pesticides, liquid, toxic",6.1
UN3018,"Organophosphorus pesticides, liquid, toxic",6.1
UN3018,"Organophosphorus pesticides, liquid, toxic",6.1
UN3019,"Organotin pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3019,"Organotin pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3019,"Organotin pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3020,"Organotin pesticides, liquid, toxic",6.1
UN3020,"Organotin pesticides, liquid, toxic",6.1
UN3020,"Organotin pesticides, liquid, toxic",6.1
UN3021,"Pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN3021,"Pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN3022,"1,2-Butylene oxide, stabilized",3
UN3023,2-Methyl-2-heptanethiol,6.1
UN3024,"Coumarin derivative pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN3024,"Coumarin derivative pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN3025,"Coumarin derivative pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3025,"Coumarin derivative pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3025,"Coumarin derivative pesticides, liquid, toxic, flammable flash point not less than 23 degrees C",6.1
UN3026,"Coumarin derivative pesticides, liquid, toxic",6.1
UN3026,"Coumarin derivative pesticides, liquid, toxic",6.1
UN3026,"Coumarin derivative pesticides, liquid, toxic",6.1
UN3027,"Coumarin derivative pesticides, solid, toxic",6.1
UN3027,"Coumarin derivative pesticides, solid, toxic",6.1
UN3027,"Coumarin derivative pesticides, solid, toxic",6.1
UN3028,"Batteries, dry, containing potassium hydroxide solid, electric, storage",8
UN3048,Aluminum phosphide pesticides,6.1
UN3054,Cyclohexyl mercaptan,3
UN3055,2-(2-Aminoethoxy) ethanol,8
UN3056,n-Heptaldehyde,3
UN3057,Trifluoroacetyl chloride,2.3
UN3064,"Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 5 percent nitroglycerin",3
UN3065,Alcoholic beverages,3
UN3065,Alcoholic beverages,3
UN3066,Paint or Paint related material,8
UN3066,Paint or Paint related material,8
UN3070,"Ethylene oxide and dichlorodifluoromethane mixture, with not more than 12.5 percent ethylene oxide",2.2
UN3071,"Mercaptans, liquid, toxic, flammable, n.o.s. or Mercaptan mixtures, liquid, toxic, flammable, n.o.s., flash point not less than 23 degrees C",6.1
UN3072,"Life-saving appliances, not self inflating containing dangerous goods as equipment",9
UN3073,"Vinylpyridines, stabilized",6.1
UN3077,"Environmentally hazardous substances, solid, n.o.s.",9
UN3078,"Cerium, turnings or gritty powder",4.3
UN3079,"Methacrylonitrile, stabilized",3
UN3080,"Isocyanates, toxic, flammable, n.o.s. or Isocyanate solutions, toxic, flammable, n.o.s., flash point not less than 23 degrees C but not more than 61 degrees C and boiling point less than 300 degrees C",6.1
UN3082,"Environmentally hazardous substances, liquid, n.o.s.",9
UN3083,Perchloryl fluoride,2.3
UN3084,"Corrosive solids, oxidizing, n.o.s.",8
UN3084,"Corrosive solids, oxidizing, n.o.s.",8
UN3085,"Oxidizing solid, corrosive, n.o.s.",5.1
UN3085,"Oxidizing solid, corrosive, n.o.s.",5.1
UN3085,"Oxidizing solid, corrosive, n.o.s.",5.1
UN3086,"Toxic solids, oxidizing, n.o.s.",6.1
UN3086,"Toxic solids, oxidizing, n.o.s.",6.1
UN3087,"Oxidizing solid, toxic, n.o.s.",5.1
UN3087,"Oxidizing solid, toxic, n.o.s.",5.1
UN3087,"Oxidizing solid, toxic, n.o.s.",5.1
UN3088,"Self-heating solid, organic, n.o.s.",4.2
UN3088,"Self-heating solid, organic, n.o.s.",4.2
UN3089,"Metal powders, flammable, n.o.s.",4.1
UN3089,"Metal powders, flammable, n.o.s.",4.1
UN3090,Lithium battery,9
UN3091,Lithium batteries packed with equipment,9
UN3091,"Lithium batteries, contained in equipment",9
UN3092,1-Methoxy-2-propanol,3
UN3093,"Corrosive liquids, oxidizing, n.o.s.",8
UN3093,"Corrosive liquids, oxidizing, n.o.s.",8
UN3094,"Corrosive liquids, water-reactive, n.o.s.",8
UN3094,"Corrosive liquids, water-reactive, n.o.s.",8
UN3095,"Corrosive solids, self-heating, n.o.s.",8
UN3095,"Corrosive solids, self-heating, n.o.s.",8
UN3096,"Corrosive solids, water-reactive, n.o.s.",8
UN3096,"Corrosive solids, water-reactive, n.o.s.",8
UN3097,"Flammable solid, oxidizing, n.o.s.",4.1
UN3097,"Flammable solid, oxidizing, n.o.s.",4.1
UN3098,"Oxidizing liquid, corrosive, n.o.s.",5.1
UN3098,"Oxidizing liquid, corrosive, n.o.s.",5.1
UN3098,"Oxidizing liquid, corrosive, n.o.s.",5.1
UN3099,"Oxidizing liquid, toxic, n.o.s.",5.1
UN3099,"Oxidizing liquid, toxic, n.o.s.",5.1
UN3099,"Oxidizing liquid, toxic, n.o.s.",5.1
UN3100,"Oxidizing solid, self-heating, n.o.s.",5.1
UN3100,"Oxidizing solid, self-heating, n.o.s.",5.1
UN3101,"Organic peroxide type B, liquid",5.2
UN3102,"Organic peroxide type B, solid",5.2
UN3103,"Organic peroxide type C, liquid",5.2
UN3104,"Organic peroxide type C, solid",5.2
UN3105,"Organic peroxide type D, liquid",5.2
UN3106,"Organic peroxide type D, solid",5.2
UN3107,"Organic peroxide type E, liquid",5.2
UN3108,"Organic peroxide type E, solid",5.2
UN3109,"Organic peroxide type F, liquid",5.2
UN3110,"Organic peroxide type F, solid",5.2
UN3111,"Organic peroxide type B, liquid, temperature controlled",5.2
UN3112,"Organic peroxide type B, solid, temperature controlled",5.2
UN3113,"Organic peroxide type C, liquid, temperature controlled",5.2
UN3114,"Organic peroxide type C, solid, temperature controlled",5.2
UN3115,"Organic peroxide type D, liquid, temperature controlled",5.2
UN3116,"Organic peroxide type D, solid, temperature controlled",5.2
UN3117,"Organic peroxide type E, liquid, temperature controlled",5.2
UN3118,"Organic peroxide type E, solid, temperature controlled",5.2
UN3119,"Organic peroxide type F, liquid, temperature controlled",5.2
UN3120,"Organic peroxide type F, solid, temperature controlled",5.2
UN3121,"Oxidizing solid, water-reactive, n.o.s.",5.1
UN3122,"Toxic liquids, oxidizing, n.o.s.",6.1
UN3122,"Toxic liquids, oxidizing, n.o.s.",6.1
UN3123,"Toxic liquids, water-reactive, n.o.s.",6.1
UN3123,"Toxic liquids, water-reactive, n.o.s.",6.1
UN3124,"Toxic solids, self-heating, n.o.s.",6.1
UN3124,"Toxic solids, self-heating, n.o.s.",6.1
UN3125,"Toxic solids, water-reactive, n.o.s.",6.1
UN3125,"Toxic solids, water-reactive, n.o.s.",6.1
UN3126,"Self-heating solid, corrosive, organic, n.o.s.",4.2
UN3126,"Self-heating solid, corrosive, organic, n.o.s.",4.2
UN3127,"Self-heating solid, oxidizing, n.o.s.",4.2
UN3128,"Self-heating solid, toxic, organic, n.o.s.",4.2
UN3128,"Self-heating solid, toxic, organic, n.o.s.",4.2
UN3129,"Water-reactive liquid, corrosive, n.o.s.",4.3
UN3129,"Water-reactive liquid, corrosive, n.o.s.",4.3
UN3129,"Water-reactive liquid, corrosive, n.o.s.",4.3
UN3130,"Water-reactive liquid, toxic, n.o.s.",4.3
UN3130,"Water-reactive liquid, toxic, n.o.s.",4.3
UN3130,"Water-reactive liquid, toxic, n.o.s.",4.3
UN3131,"Water-reactive solid, corrosive, n.o.s.",4.3
UN3131,"Water-reactive solid, corrosive, n.o.s.",4.3
UN3131,"Water-reactive solid, corrosive, n.o.s.",4.3
UN3132,"Water-reactive solid, flammable, n.o.s.",4.3
UN3132,"Water-reactive solid, flammable, n.o.s.",4.3
UN3132,"Water-reactive solid, flammable, n.o.s.",4.3
UN3133,"Water-reactive, solid, oxidizing, n.o.s.",4.3
UN3133,"Water-reactive, solid, oxidizing, n.o.s.",4.3
UN3134,"Water-reactive solid, toxic, n.o.s.",4.3
UN3134,"Water-reactive solid, toxic, n.o.s.",4.3
UN3134,"Water-reactive solid, toxic, n.o.s.",4.3
UN3135,"Water-reactive solid, self-heating, n.o.s.",4.3
UN3135,"Water-reactive solid, self-heating, n.o.s.",4.3
UN3135,"Water-reactive solid, self-heating, n.o.s.",4.3
UN3136,"Trifluoromethane, refrigerated liquid",2.2
UN3137,"Oxidizing solid, flammable, n.o.s.",5.1
UN3138,"Ethylene, acetylene and propylene in mixture, refrigerated liquid with at least 71.5 percent ethylene with not more than 22.5 percent acetylene and not more than 6 percent propylene",2.1
UN3139,"Oxidizing liquid, n.o.s.",5.1
UN3139,"Oxidizing liquid, n.o.s.",5.1
UN3139,"Oxidizing liquid, n.o.s.",5.1
UN3140,"Alkaloids, liquid, n.o.s., or Alkaloid salts, liquid, n.o.s.",6.1
UN3140,"Alkaloids, liquid, n.o.s., or Alkaloid salts, liquid, n.o.s.",6.1
UN3140,"Alkaloids, liquid, n.o.s., or Alkaloid salts, liquid, n.o.s.",6.1
UN3141,"Antimony compounds, inorganic, liquid, n.o.s.",6.1
UN3142,"Disinfectants, liquid, toxic, n.o.s.",6.1
UN3142,"Disinfectants, liquid, toxic, n.o.s.",6.1
UN3142,"Disinfectants, liquid, toxic, n.o.s.",6.1
UN3143,"Dyes, solid, toxic, n.o.s. or Dye intermediates, solid, toxic, n.o.s.",6.1
UN3143,"Dyes, solid, toxic, n.o.s. or Dye intermediates, solid, toxic, n.o.s.",6.1
UN3143,"Dyes, solid, toxic, n.o.s. or Dye intermediates, solid, toxic, n.o.s.",6.1
UN3144,"Nicotine compounds, liquid, n.o.s. or Nicotine preparations, liquid, n.o.s.",6.1
UN3144,"Nicotine compounds, liquid, n.o.s. or Nicotine preparations, liquid, n.o.s.",6.1
UN3144,"Nicotine compounds, liquid, n.o.s. or Nicotine preparations, liquid, n.o.s.",6.1
UN3145,"Alkylphenols, liquid, n.o.s. (including C2-C12 homologues)",8
UN3145,"Alkylphenols, liquid, n.o.s. (including C2-C12 homologues)",8
UN3145,"Alkylphenols, liquid, n.o.s. (including C2-C12 homologues)",8
UN3146,"Organotin compounds, solid, n.o.s.",6.1
UN3146,"Organotin compounds, solid, n.o.s.",6.1
UN3146,"Organotin compounds, solid, n.o.s.",6.1
UN3147,"Dyes, solid, corrosive, n.o.s. or Dye intermediates, solid, corrosive, n.o.s.",8
UN3147,"Dyes, solid, corrosive, n.o.s. or Dye intermediates, solid, corrosive, n.o.s.",8
UN3147,"Dyes, solid, corrosive, n.o.s. or Dye intermediates, solid, corrosive, n.o.s.",8
UN3148,"Water-reactive liquid, n.o.s.",4.3
UN3148,"Water-reactive liquid, n.o.s.",4.3
UN3148,"Water-reactive liquid, n.o.s.",4.3
UN3149,"Hydrogen peroxide and peroxyacetic acid mixtures, stabilized with acids, water and not more than 5 percent peroxyacetic acid",5.1
UN3150,"Devices, small, hydrocarbon gas powered or Hydrocarbon gas refills for small devices with release device",2.1
UN3151,"Polyhalogenated biphenyls, liquid or Polyhalogenated terphenyls liquid",9
UN3152,"Polyhalogenated biphenyls, solid or Polyhalogenated terphenyls, solid",9
UN3153,Perfluoro(methyl vinyl ether),2.1
UN3154,Perfluoro(ethyl vinyl ether),2.1
UN3155,Pentachlorophenol,6.1
UN3156,"Compressed gas, oxidizing, n.o.s.",2.2
UN3157,"Liquefied gas, oxidizing, n.o.s.",2.2
UN3158,"Gas, refrigerated liquid, n.o.s. (cryogenic liquid)",2.2
UN3159,"1,1,1,2-Tetrafluoroethane or Refrigerant gas R 134a",2.2
UN3160,"Liquefied gas, toxic, flammable, n.o.s. Inhalation Hazard Zone A",2.3
UN3160,"Liquefied gas, toxic, flammable, n.o.s. Inhalation Hazard Zone B",2.3
UN3160,"Liquefied gas, toxic, flammable, n.o.s. Inhalation Hazard Zone C",2.3
UN3160,"Liquefied gas, toxic, flammable, n.o.s. Inhalation Hazard Zone D",2.3
UN3161,"Liquefied gas, flammable, n.o.s.",2.1
UN3162,"Liquefied gas, toxic, n.o.s. Inhalation Hazard Zone A",2.3
UN3162,"Liquefied gas, toxic, n.o.s. Inhalation Hazard Zone B",2.3
UN3162,"Liquefied gas, toxic, n.o.s. Inhalation Hazard Zone C",2.3
UN3162,"Liquefied gas, toxic, n.o.s. Inhalation Hazard Zone D",2.3
UN3163,"Liquefied gas, n.o.s.",2.2
UN3164,"Articles, pressurized pneumatic or hydraulic containing non-flammable gas",2.2
UN3165,Aircraft hydraulic power unit fuel tank (containing a mixture of anhydrous hydrazine and monomethyl hydrazine) (M86 fuel),3
UN3166,"Engines, internal combustion, flammable gas powered",9
UN3166,"Engines, internal combustion, flammable liquid powered",9
UN3166,"Vehicle, flammable gas powered",9
UN3166,"Vehicle, flammable liquid powered",9
UN3167,"Gas sample, non-pressurized, flammable, n.o.s., not refrigerated liquid",2.1
UN3168,"Gas sample, non-pressurized, toxic, flammable, n.o.s., not refrigerated liquid",2.3
UN3169,"Gas sample, non-pressurized, toxic, n.o.s., not refrigerated liquid",2.3
UN3170,Aluminum smelting by-products or Aluminum remelting by-products,4.3
UN3170,Aluminum smelting by-products or Aluminum remelting by-products,4.3
UN3171,Battery-powered vehicle or Battery-powered equipment,9
UN3172,"Toxins, extracted from living sources, liquid, n.o.s.",6.1
UN3172,"Toxins, extracted from living sources, liquid, n.o.s.",6.1
UN3172,"Toxins, extracted from living sources, liquid, n.o.s.",6.1
UN3172,"Toxins, from living sources, liquid, n.o.s.",6.1
UN3172,"Toxins, from living sources, liquid, n.o.s.",6.1
UN3172,"Toxins, from living sources, liquid, n.o.s.",6.1
UN3172,"Toxins, from living sources, solid, n.o.s.",6.1
UN3172,"Toxins, from living sources, solid, n.o.s.",6.1
UN3172,"Toxins, from living sources, solid, n.o.s.",6.1
UN3174,Titanium disulphide,4.2
UN3175,"Solids containing flammable liquid, n.o.s.",4.1
UN3176,"Flammable solid, organic, molten, n.o.s.",4.1
UN3176,"Flammable solid, organic, molten, n.o.s.",4.1
UN3178,"Flammable solid, inorganic, n.o.s.",4.1
UN3178,"Flammable solid, inorganic, n.o.s.",4.1
UN3179,"Flammable solid, toxic, inorganic, n.o.s.",4.1
UN3179,"Flammable solid, toxic, inorganic, n.o.s.",4.1
UN3180,"Flammable solid, corrosive, inorganic, n.o.s.",4.1
UN3180,"Flammable solid, corrosive, inorganic, n.o.s.",4.1
UN3181,"Metal salts of organic compounds, flammable, n.o.s.",4.1
UN3181,"Metal salts of organic compounds, flammable, n.o.s.",4.1
UN3182,"Metal hydrides, flammable, n.o.s.",4.1
UN3182,"Metal hydrides, flammable, n.o.s.",4.1
UN3183,"Self-heating liquid, organic, n.o.s.",4.2
UN3183,"Self-heating liquid, organic, n.o.s.",4.2
UN3184,"Self-heating liquid, toxic, organic, n.o.s.",4.2
UN3184,"Self-heating liquid, toxic, organic, n.o.s.",4.2
UN3185,"Self-heating liquid, corrosive, organic, n.o.s.",4.2
UN3185,"Self-heating liquid, corrosive, organic, n.o.s.",4.2
UN3186,"Self-heating liquid, inorganic, n.o.s.",4.2
UN3186,"Self-heating liquid, inorganic, n.o.s.",4.2
UN3187,"Self-heating liquid, toxic, inorganic, n.o.s.",4.2
UN3187,"Self-heating liquid, toxic, inorganic, n.o.s.",4.2
UN3188,"Self-heating liquid, corrosive, inorganic, n.o.s.",4.2
UN3188,"Self-heating liquid, corrosive, inorganic, n.o.s.",4.2
UN3189,"Metal powder, self-heating, n.o.s.",4.2
UN3189,"Metal powder, self-heating, n.o.s.",4.2
UN3190,"Self-heating solid, inorganic, n.o.s.",4.2
UN3190,"Self-heating solid, inorganic, n.o.s.",4.2
UN3191,"Self-heating solid, toxic, inorganic, n.o.s.",4.2
UN3191,"Self-heating solid, toxic, inorganic, n.o.s.",4.2
UN3192,"Self-heating solid, corrosive, inorganic, n.o.s.",4.2
UN3192,"Self-heating solid, corrosive, inorganic, n.o.s.",4.2
UN3194,"Pyrophoric liquid, inorganic, n.o.s.",4.2
UN3200,"Pyrophoric solid, inorganic, n.o.s.",4.2
UN3205,"Alkaline earth metal alcoholates, n.o.s.",4.2
UN3205,"Alkaline earth metal alcoholates, n.o.s.",4.2
UN3206,"Alkali metal alcoholates, self-heating, corrosive, n.o.s.",4.2
UN3206,"Alkali metal alcoholates, self-heating, corrosive, n.o.s.",4.2
UN3208,"Metallic substance, water-reactive, n.o.s.",4.3
UN3208,"Metallic substance, water-reactive, n.o.s.",4.3
UN3208,"Metallic substance, water-reactive, n.o.s.",4.3
UN3209,"Metallic substance, water-reactive, self-heating, n.o.s.",4.3
UN3209,"Metallic substance, water-reactive, self-heating, n.o.s.",4.3
UN3209,"Metallic substance, water-reactive, self-heating, n.o.s.",4.3
UN3210,"Chlorates, inorganic, aqueous solution, n.o.s.",5.1
UN3211,"Perchlorates, inorganic, aqueous solution, n.o.s.",5.1
UN3211,"Perchlorates, inorganic, aqueous solution, n.o.s.",5.1
UN3212,"Hypochlorites, inorganic, n.o.s.",5.1
UN3213,"Bromates, inorganic, aqueous solution, n.o.s.",5.1
UN3213,"Bromates, inorganic, aqueous solution, n.o.s. ",5.1
UN3214,"Permanganates, inorganic, aqueous solution, n.o.s.",5.1
UN3215,"Persulfates, inorganic, n.o.s.",5.1
UN3216,"Persulfates, inorganic, aqueous solution, n.o.s.",5.1
UN3218,"Nitrates, inorganic, aqueous solution, n.o.s.",5.1
UN3218,"Nitrates, inorganic, aqueous solution, n.o.s.",5.1
UN3219,"Nitrites, inorganic, aqueous solution, n.o.s.",5.1
UN3219,"Nitrites, inorganic, aqueous solution, n.o.s.",5.1
UN3220,Pentafluoroethane or Refrigerant gas R 125,2.2
UN3221,Self-reactive liquid type B,4.1
UN3222,Self-reactive solid type B,4.1
UN3223,Self-reactive liquid type C,4.1
UN3224,Self-reactive solid type C,4.1
UN3225,Self-reactive liquid type D,4.1
UN3226,Self-reactive solid type D,4.1
UN3227,Self-reactive liquid type E,4.1
UN3228,Self-reactive solid type E,4.1
UN3229,Self-reactive liquid type F,4.1
UN3230,Self-reactive solid type F,4.1
UN3231,"Self-reactive liquid type B, temperature controlled",4.1
UN3232,"Self-reactive solid type B, temperature controlled",4.1
UN3233,"Self-reactive liquid type C, temperature controlled",4.1
UN3234,"Self-reactive solid type C, temperature controlled",4.1
UN3235,"Self-reactive liquid type D, temperature controlled",4.1
UN3236,"Self-reactive solid type D, temperature controlled",4.1
UN3237,"Self-reactive liquid type E, temperature controlled",4.1
UN3238,"Self-reactive solid type E, temperature controlled",4.1
UN3239,"Self-reactive liquid type F, temperature controlled",4.1
UN3240,"Self-reactive solid type F, temperature controlled",4.1
UN3241,"2-Bromo-2-nitropropane-1,3-diol",4.1
UN3242,Azodicarbonamide,4.1
UN3243,"Solids containing toxic liquid, n.o.s.",6.1
UN3244,"Solids containing corrosive liquid, n.o.s.",8
UN3246,Methanesulfonyl chloride,6.1
UN3247,"Sodium peroxoborate, anhydrous",5.1
UN3248,"Medicine, liquid, flammable, toxic, n.o.s.",3
UN3248,"Medicine, liquid, flammable, toxic, n.o.s.",3
UN3249,"Medicine, solid, toxic, n.o.s.",6.1
UN3249,"Medicine, solid, toxic, n.o.s.",6.1
UN3250,"Chloroacetic acid, molten",6.1
UN3251,Isosorbide-5-mononitrate,4.1
UN3252,Difluoromethane or Refrigerant gas R 32,2.1
UN3253,Disodium trioxosilicate,8
UN3254,Tributylphosphane,4.2
UN3255,tert-Butyl hypochlorite,4.2
UN3256,"Elevated temperature liquid, flammable, n.o.s., with flash point above 37.8 C, at or above its flash point",3
UN3257,"Elevated temperature liquid, n.o.s., at or above 100 C and below its flash point (including molten metals, molten salts, etc.)",9
UN3258,"Elevated temperature solid, n.o.s., at or above 240 C, see 173.247(h)(4)",9
UN3259,"Amines, solid, corrosive, n.o.s., or Polyamines, solid, corrosive n.o.s.",8
UN3259,"Amines, solid, corrosive, n.o.s., or Polyamines, solid, corrosive n.o.s.",8
UN3259,"Amines, solid, corrosive, n.o.s., or Polyamines, solid, corrosive n.o.s.",8
UN3260,"Corrosive solid, acidic, inorganic, n.o.s.",8
UN3260,"Corrosive solid, acidic, inorganic, n.o.s.",8
UN3260,"Corrosive solid, acidic, inorganic, n.o.s.",8
UN3261,"Corrosive solid, acidic, organic, n.o.s.",8
UN3261,"Corrosive solid, acidic, organic, n.o.s.",8
UN3261,"Corrosive solid, acidic, organic, n.o.s.",8
UN3262,"Corrosive solid, basic, inorganic, n.o.s.",8
UN3262,"Corrosive solid, basic, inorganic, n.o.s.",8
UN3262,"Corrosive solid, basic, inorganic, n.o.s.",8
UN3263,"Corrosive solid, basic, organic, n.o.s.",8
UN3263,"Corrosive solid, basic, organic, n.o.s.",8
UN3263,"Corrosive solid, basic, organic, n.o.s.",8
UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",8
UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",8
UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",8
UN3265,"Corrosive liquid, acidic, organic, n.o.s.",8
UN3265,"Corrosive liquid, acidic, organic, n.o.s.",8
UN3265,"Corrosive liquid, acidic, organic, n.o.s.",8
UN3266,"Corrosive liquid, basic, inorganic, n.o.s.",8
UN3266,"Corrosive liquid, basic, inorganic, n.o.s.",8
UN3266,"Corrosive liquid, basic, inorganic, n.o.s.",8
UN3267,"Corrosive liquid, basic, organic, n.o.s.",8
UN3267,"Corrosive liquid, basic, organic, n.o.s.",8
UN3267,"Corrosive liquid, basic, organic, n.o.s.",8
UN3268,"Air bag inflators, or Air bag modules, or Seat-belt pretensioners",9
UN3269,Polyester resin kit,3
UN3270,"Nitrocellulose membrane filters, with not more than 12.6% nitrogen, by dry mass",4.1
UN3271,"Ethers, n.o.s.",3
UN3271,"Ethers, n.o.s.",3
UN3272,"Esters, n.o.s.",3
UN3272,"Esters, n.o.s.",3
UN3273,"Nitriles, flammable, toxic, n.o.s.",3
UN3273,"Nitriles, flammable, toxic, n.o.s.",3
UN3274,"Alcoholates solution, n.o.s., in alcohol",3
UN3275,"Nitriles, toxic, flammable, n.o.s.",6.1
